text,created_at,Unique Identifier
Arnold Schwarzenegger isn't voluntarily leaving the Apprentice he was fired by his bad (pathetic) ratings not by me. Sad end to great show,2017-03-04,15
Is it true the DNC would not allow the FBI access to check server or other equipment after learning it was hacked? Can that be possible?,2017-03-05,15
"Who was it that secretly said to Russian President ""Tell Vladimir that after the election I'll have more flexibility?"" @foxandfriends",2017-03-05,15
Thank you for the great rallies all across the country. Tremendous support. Make America Great Again!,2017-03-05,15
'President Trump Congratulates Exxon Mobil for Job-Creating Investment Program'https://t.co/adBzWhtq8S,2017-03-06,16
Buy American &amp; hire American are the principals at the core of my agenda which is: JOBS JOBS JOBS! Thank you @exxonmobil.,2017-03-06,16
45000 construction &amp; manufacturing jobs in the U.S. Gulf Coast region. $20 billion investment. We are already winning again America!,2017-03-06,16
There is an incredible spirit of optimism sweeping the country right nowƒ??we're bringing back the JOBS! https://t.co/BNSLvKiEVj,2017-03-06,16
Buy American &amp; hire American are the principles at the core of my agenda which is: JOBS JOBS JOBS! Thank you @exxonmobil.,2017-03-07,16
Thank you to @exxonmobil for your $20 billion investment that is creating more than 45000 manufacturing &amp; construction jobs in the USA!,2017-03-07,16
122 vicious prisoners released by the Obama Administration from Gitmo have returned to the battlefield. Just another terrible decision!,2017-03-07,16
Our wonderful new Healthcare Bill is now out for review and negotiation. ObamaCare is a complete and total disaster - is imploding fast!,2017-03-07,16
"For eight years Russia ""ran over"" President Obama got stronger and stronger picked-off Crimea and added missiles. Weak! @foxandfriends",2017-03-07,16
Don't worry getting rid of state lines which will promote competition will be in phase 2 &amp; 3 of healthcare rollout. @foxandfriends,2017-03-07,16
I am working on a new system where there will be competition in the Drug Industry. Pricing for the American people will come way down!,2017-03-07,16
Don't let the FAKE NEWS tell you that there is big infighting in the Trump Admin. We are getting along great and getting major things done!,2017-03-07,16
I feel sure that my friend @RandPaul will come along with the new and great health care program because he knows Obamacare is a disaster!,2017-03-08,16
I have tremendous respect for women and the many roles they serve that are vital to the fabric of our society and our economy.,2017-03-08,16
On International Women's Day join me in honoring the critical role of women here in America &amp; around the world.,2017-03-08,16
LinkedIn Workforce Report: January and February were the strongest consecutive months for hiring since August and September 2015,2017-03-08,16
Met with @RepCummings today at the @WhiteHouse. Great discussion!,2017-03-08,16
Great news. We are only just beginning. Together we are going to #MAGA! https://t.co/BSp685Q9Qf https://t.co/K7yeBZsf6r,2017-03-08,16
RT @foxnation: .@realDonaldTrump's First Full Month in Office Sees Biggest Jobs Gain 'In Years': Report: https://t.co/rx4bgI1MWK,2017-03-09,17
Despite what you hear in the press healthcare is coming along great. We are talking to many groups and it will end in a beautiful picture!,2017-03-09,17
'U.S. Consumer Comfort Just Reached Its Highest Level in a Decade' ƒ?_‹?èhttps://t.co/S8nZgmeMMV https://t.co/xC0piRa6eP,2017-03-09,17
Honored to meet this years @SenateYouth delegates w/ @VP Pence in the East Room of the @WhiteHouse. Congratulationsƒ?? https://t.co/oQIx7LybCV,2017-03-09,17
"RT @foxandfriends: ""Never give up....that's the worst thing you could do. There's always a chance."" -Kyle Coddington's message to those alsƒ??",2017-03-10,17
RT @DRUDGE_REPORT: GREAT AGAIN:  +235000 https://t.co/GkockGNdtC,2017-03-10,17
Weekly Address - 11:00 A.M. at the @WhiteHouse! #MAGA???§????ƒ?_‹?èhttps://t.co/YSaPJnSX2i https://t.co/Gb8iTGzb6j,2017-03-10,17
We are making great progress with healthcare. ObamaCare is imploding and will only get worse. Republicans coming together to get job done!,2017-03-11,17
RT @AmericaFirstPol: .@POTUS Trump led a historic journey to the White House. 50 days in that historic journey continues. Take a look ???? htƒ??,2017-03-12,18
It is amazing how rude much of the media is to my very hard working representatives. Be nice you will do much better!,2017-03-13,18
ObamaCare is imploding. It is a disaster and 2017 will be the worst year yet by far! Republicans will come together and save the day.,2017-03-13,18
Healthcare listening session w/ @VP &amp; @SecPriceMD. Watch: https://t.co/5ayQ4dr8Ip #ReadTheBill:ƒ?? https://t.co/1cQI0ZBUv8,2017-03-13,18
Proud to welcome our great Cabinet this afternoon for our first meeting. Unfortunately 4 seats were empty because Sƒ?? https://t.co/bMYph832hF,2017-03-13,18
Meeting w/ Washington D.C. @MayorBowser and Metro GM Paul Wiedefeld about incoming winter storm preparations hereƒ?? https://t.co/mg0A4Hq3bD,2017-03-13,18
JOBS JOBS JOBS! https://t.co/wAkQMKdPXA,2017-03-14,18
Great optimism in America ƒ?? and the results will be even better! https://t.co/SYBl47CsZn,2017-03-14,18
"Does anybody really believe that a reporter who nobody ever heard of ""went to his mailbox"" and found my tax returns? @NBCNews  FAKE NEWS!",2017-03-15,19
Can you imagine what the outcry would be if @SnoopDogg failing career and all had aimed and fired the gun at President Obama? Jail time!,2017-03-15,19
Will be going to Detroit Michigan (love) today for a big meeting on bringing back car production to State &amp; U.S. Already happening!,2017-03-15,19
Looking forward to a big rally in Nashville Tennessee tonight. Big crowd of great people expected. Will be fun!,2017-03-15,19
CEO's most optimistic since 2009. It will only get better as we continue to slash unnecessary regulations and when we begin our big tax cut!,2017-03-15,19
I will be interviewed by @TuckerCarlson tonight at 9:00 P.M. on @FoxNews. Enjoy!,2017-03-15,19
Thank you Andrew Jackson! #POTUS7 #USA???§???? https://t.co/GToWsWXiNv,2017-03-15,19
In Nashville Tennessee! Lets MAKE AMERICA GREAT AGAIN! https://t.co/m5UR4vv6UH,2017-03-16,19
Thank you Nashville Tennessee! https://t.co/6snvQ0DzXN,2017-03-16,19
A budget that puts #AmericaFirst must make safety its no. 1 priorityƒ??without safety there can be no prosperity: https://t.co/9lxx1iQo7m,2017-03-16,19
An honor to welcome the Taoiseach of Ireland @EndaKennyTD to the @WhiteHouse today with @VP Pence. ???§???????????_ https://t.co/J3iTl2iSiQ,2017-03-16,19
RT @USHCC: USHCC was delighted to host @IvankaTrump for a roundtable discussion w/ Hispanic women biz owners today in Washington #USHCCLegiƒ??,2017-03-16,19
Great progress on healthcare. Improvements being made - Republicans coming together!,2017-03-16,19
My representatives had a great meeting w/ the Hispanic Chamber of Commerce at the WH today. Look forward to tremendous growth &amp; future mtgs!,2017-03-16,19
"RT @DiamondandSilk: When the President says ""You're Fired""     That means: ""Pack Yo Stuff and Go Not Say ""You Refuse to Go!  #DrainTheSwamƒ??",2017-03-17,19
Happy L?_ Fheile Phadraig to all of my great Irish friends!,2017-03-17,19
RT @FoxNews: Jobs created in February. https://t.co/sOaMDxxTA8,2017-03-17,19
RT @AmericaFirstPol: MAJOR IMPACT: @POTUS Trump is 50 Days in and moving swiftly to get America back on the right track. #MAGA https://t.cƒ??,2017-03-17,19
RT @foxandfriends: VIDEO: Rep. Scalise ƒ?? GOP agrees on over 85 percent of health care bill https://t.co/05dtfjAUbx,2017-03-17,19
RT @foxandfriends: FOX NEWS ALERT: Jihadis using religious visa to enter US experts warn (via @FoxFriendsFirst) https://t.co/pwXeR9OMQC,2017-03-17,19
"North Korea is behaving very badly. They have been ""playing"" the United States for years. China has done little to help!",2017-03-17,19
The President Changed. So Has Small Businesses' Confidencehttps://t.co/daTGjPmYeJ,2017-03-17,19
Great meeting with the @RepublicanStudy Committee this morning at the @WhiteHouse! https://t.co/8Y2UoHoYaY,2017-03-17,19
Despite what you have heard from the FAKE NEWS I had a GREAT meeting with German Chancellor Angela Merkel. Nevertheless Germany owes.....,2017-03-18,20
...vast sums of money to NATO &amp; the United States must be paid more for the powerful and very expensive defense it provides to Germany!,2017-03-18,20
#ICYMI: Weekly Address ƒ?_‹?èhttps://t.co/ckVx2zgA1x https://t.co/dTGZLvlsGv,2017-03-19,20
James Clapper and others stated that there is no evidence Potus colluded with Russia. This story is FAKE NEWS and everyone knows it!,2017-03-20,20
The Democrats made up and pushed the Russian story as an excuse for running a terrible campaign. Big advantage in Electoral College &amp; lost!,2017-03-20,20
The real story that Congress the FBI and all others should be looking into is the leaking of Classified information. Must find leaker now!,2017-03-20,20
Just heard Fake News CNN is doing polls again despite the fact that their election polls were a WAY OFF disaster. Much higher ratings at Fox,2017-03-20,20
What about all of the contact with the Clinton campaign and the Russians? Also is it true that the DNC would not let the FBI in to look?,2017-03-20,20
Congratulations Eric &amp; Lara. Very proud and happy for the two of you! https://t.co/s0T3cTQc40,2017-03-20,20
Thank you Louisville Kentucky- on my way! #MAGA???§???? https://t.co/3QsBsib6kt,2017-03-20,20
Thank you Louisville Kentucky. Together we will MAKE AMERICA SAFE AND GREAT AGAIN! https://t.co/qGgWEWUvek,2017-03-21,21
Joined the @HouseGOP Conference this morning at the U.S. Capitol. https://t.co/03e4YBIWr0 #PassTheBill #MAGA???§????ƒ?? https://t.co/3swdFWGQtP,2017-03-21,21
Honored to sign S.442 today. With this legislation we support @NASA's scientists engineers and astronauts in theƒ?? https://t.co/Z5VwluvJQx,2017-03-21,21
Today on #NationalAgDay we honor our great American farmers &amp; ranchers. Their hard work &amp; dedication are ingrainedƒ?? https://t.co/IpGRhly2zj,2017-03-21,21
Big day for healthcare. Working hard!,2017-03-22,21
RT @mitchellvii: EXACTLY AS I SAID - House Intel Chair: We Cannot Rule Out Sr. Obama Officials Were Involved in Trump Surveillance https://ƒ??,2017-03-23,21
RT @mitchellvii: Trump always ends up being right.  It's almost a little freaky.,2017-03-23,21
Spoke to U.K. Prime Minister Theresa May today to offer condolences on the terrorist attack in London. She is strong and doing very well.,2017-03-23,21
Just watched the totally biased and fake news reports of the so-called Russia story on NBC and ABC. Such dishonesty!,2017-03-23,21
A great American Kurt Cochran was killed in the London terror attack. My prayers and condolences are with his family and friends.,2017-03-23,21
We are taking action to #RepealANDReplace #Obamacare! Contact your Rep &amp; tell them you support #AHCA. #PassTheBillƒ?? https://t.co/5lsrDJXfzb,2017-03-23,21
It was an honor to welcome so many truckers and trucking industry leaders to the @WhiteHouse today! https://t.co/M1veooVBNE,2017-03-23,21
After seven horrible years of ObamaCare (skyrocketing premiums &amp; deductibles bad healthcare) this is finally your chance for a great plan!,2017-03-24,22
The irony is that the Freedom Caucus which is very pro-life and against Planned Parenthood allows P.P. to continue if they stop this plan!,2017-03-24,22
